,LONGITUDE,LATITUDE
42358,-115.53,46.29
42359,-115.19833333,46.39833333
42360,-115.51166667,46.41
42361,-115.45833333,46.39166667
42362,-115.61333333,46.23666667
42363,-115.63,46.26333333
42364,-115.67333333,46.155
42365,-115.365,46.345
42366,-115.56166667,46.22833333
42367,-115.32,46.34333333
42368,-115.63,46.25333333
42369,-115.61666667,46.27833333
42370,-115.68,46.16166667
42371,-115.43166667,46.42166667
42372,-115.43166667,46.41333333
42373,-115.10833333,46.375
42374,-115.74333333,46.14666667
42375,-115.24166667,46.335
42376,-115.38833333,46.29833333
42377,-115.44666667,46.39166667
42378,-115.44833333,46.40333333
42379,-115.39166667,46.31
42380,-115.43333333,46.39666667
42381,-115.54166667,46.22833333
42382,-115.58,46.29666667
42383,-115.63833333,46.215
42384,-115.65333333,46.23
42385,-115.59166667,46.25666667
42386,-115.545,46.41333333
42387,-115.67333333,46.21833333
42388,-115.575,46.19166667
42389,-115.64166667,46.18833333
42390,-115.62,46.22333333
42391,-115.59666667,46.27
42392,-115.65333333,46.24333333
42393,-115.55166667,46.415
42394,-115.55333333,46.39833333
42395,-115.545,46.27333333
42396,-115.57666667,46.37
42397,-115.36666667,46.37
42398,-115.25166667,46.18
42399,-115.63666667,46.25
42400,-115.51,46.43833333
42401,-115.52166667,46.38166667
42402,-115.48166667,46.40666667
42403,-115.31,46.30666667
42404,-115.705,46.17833333
42405,-115.63,46.22166667
42406,-115.64333333,46.14666667
42407,-115.55166667,46.18833333
42408,-115.35,46.34
42409,-114.625,46.545
42410,-114.595,46.53
42411,-114.595,46.55166667
42412,-114.63666667,46.47833333
42413,-114.64666667,46.625
42414,-114.615,46.55166667
42415,-114.46833333,46.61
42416,-114.63666667,46.545
42417,-114.55333333,46.44666667
42418,-114.63666667,46.625
42419,-114.565,46.49666667
42420,-114.565,46.47166667
42421,-114.63666667,46.545
42422,-114.425,46.53166667
42423,-114.69833333,46.50166667
42424,-114.69833333,46.58166667
42425,-114.93166667,46.53
42426,-114.57333333,46.61
42427,-114.73166667,46.50833333
42428,-114.58333333,46.50166667
42429,-115.10666667,46.45333333
42430,-114.69833333,46.575
42431,-115.09666667,46.48166667
42432,-115.015,46.46166667
42433,-114.99166667,46.41166667
42434,-114.87666667,46.49166667
42435,-114.595,46.295
42436,-115.15833333,46.47
42437,-115.595,46.47166667
42438,-115.12833333,46.44
42439,-114.69,46.53
42440,-114.85666667,46.53833333
42441,-114.575,46.37666667
42442,-114.69833333,46.56
42443,-114.47833333,46.575
42444,-114.84666667,46.515
42445,-114.66833333,46.595
42446,-114.67833333,46.33166667
42447,-114.67833333,46.36166667
42448,-114.88833333,46.55166667
42449,-115.065,46.38166667
42450,-114.62666667,46.30333333
42451,-114.44666667,46.56
42452,-114.94,46.41833333
42453,-114.56333333,46.295
42454,-114.54333333,46.28833333
42455,-114.7,46.325
42456,-114.73166667,46.39
42457,-114.69,46.26666667
42458,-114.585,46.47833333
42459,-114.405,46.56
42460,-114.76333333,46.405
42461,-114.87666667,46.36833333
42462,-114.74166667,46.26666667
42463,-114.7,46.26666667
42464,-114.45833333,46.34166667
42465,-114.7,46.34
42466,-114.96,46.46833333
42467,-114.92,46.565
42468,-114.53166667,46.33166667
42469,-114.595,46.31
42470,-114.52166667,46.52333333
42471,-114.66833333,46.36166667
42472,-114.535,46.33166667
42473,-114.75166667,46.38333333
42474,-114.44666667,46.55833333
42475,-114.615,46.37666667
42476,-115.035,46.375
42477,-114.57333333,46.58166667
42478,-114.94166667,46.545
42479,-114.67833333,46.65333333
42480,-114.69,46.63166667
42481,-114.69,46.68
42482,-114.69833333,46.61833333
42483,-114.68833333,46.65333333
42484,-114.71,46.64666667
42485,-114.745,46.64666667
42486,-115.09833333,46.58166667
42487,-114.92,46.57
42488,-114.78333333,46.61666667
42489,-115.07666667,46.56666667
42490,-114.595,46.55166667
42491,-114.855,46.46333333
42492,-114.62666667,46.40666667
42493,-114.62666667,46.325
42494,-115.09833333,46.53
42495,-114.625,46.55166667
42496,-114.73166667,46.27333333
42497,-114.66833333,46.31666667
42498,-114.67833333,46.31
42499,-114.45833333,46.37
42500,-114.49,46.36333333
42501,-114.61666667,46.33333333
42502,-114.74166667,46.63166667
42503,-114.53166667,46.575
42504,-114.62666667,46.41833333
42505,-114.595,46.31
42506,-115.235,46.56
42507,-115.09333333,46.53
42508,-114.74166667,46.28166667
42509,-114.73166667,46.28166667
42510,-114.71,46.27166667
42511,-114.765,46.27333333
42512,-114.71,46.44166667
42513,-114.45833333,46.37
42514,-114.73,46.44166667
42515,-115.16,46.55166667
42516,-115.21333333,46.575
42517,-115.15,46.58166667
42518,-115.09833333,46.53
42519,-115.06666667,46.615
42520,-115.50333333,46.395
42521,-114.75166667,46.56666667
42522,-114.585,46.33333333
42523,-114.40666667,46.42
42524,-115.21333333,46.545
42525,-115.05666667,46.575
42526,-115.06666667,46.585
42527,-114.42666667,46.42833333
42528,-114.43833333,46.42
42529,-114.63666667,46.315
42530,-114.69,46.31
42531,-114.69,46.725
42532,-115.21333333,46.545
42533,-114.73,46.245
42534,-114.46833333,46.40666667
42535,-114.63666667,46.31
42536,-114.63666667,46.31
42537,-114.93,46.455
42538,-114.72,46.295
42539,-114.45833333,46.36333333
42540,-114.49,46.34833333
42541,-114.45833333,46.385
42542,-114.45833333,46.37833333
42543,-114.46833333,46.64666667
42544,-115.21333333,46.59166667
42545,-115.15,46.53833333
42546,-114.37666667,46.61
42547,-97.23666667,46.51333333
42548,-97.48333333,46.50833333
42549,-106.23333333,45.3
42550,-109.41666667,45.08
42551,-109.40833333,45.04166667
42552,-104.40166667,45.82166667
42553,-106.51,45.28333333
42554,-105.9,45.41666667
42555,-105.96666667,45.35
42556,-105.93333333,45.35
42557,-106.26666667,45.2
42558,-106.02166667,45.81333333
42559,-106.47,45.33
42560,-105.855,45.24166667
42561,-103.385,47.125
42562,-105.83166667,46.28
42563,-106.05666667,45.65
42564,-105.97833333,45.65
42565,-105.98833333,45.6
42566,-106.29333333,45.41666667
42567,-105.92833333,45.57833333
42568,-105.99166667,45.46666667
42569,-105.99666667,45.46333333
42570,-105.89333333,45.56333333
42571,-105.87,45.24
42572,-105.89333333,45.57833333
42573,-105.955,45.49333333
42574,-105.91333333,45.50666667
42575,-105.955,45.405
42576,-105.90333333,45.615
42577,-105.89333333,45.46333333
42578,-106.01666667,45.405
42579,-105.935,45.52
42580,-105.92,45.48666667
42581,-106.20333333,45.39
42582,-105.95,45.31666667
42583,-106.40833333,45.22833333
42584,-106.20333333,45.245
42585,-105.97666667,45.68
42586,-105.87,45.19666667
42587,-106.18166667,45.39
42588,-105.88333333,45.18333333
42589,-103.37,46.88666667
42590,-103.40166667,47.135
42591,-103.22166667,47.155
42592,-103.42333333,46.64
42593,-103.475,46.59166667
42594,-103.34166667,47.15
42595,-112.60333333,46.24
42596,-112.295,45.94
42597,-112.975,45.975
42598,-112.23166667,45.97
42599,-112.41166667,45.69
42600,-112.4,45.91166667
42601,-112.28833333,46.26666667
42602,-113.58333333,46.30833333
42603,-113.63666667,46.25
42604,-113.21,46.47
42605,-113.72166667,46.21
42606,-113.775,46.155
42607,-113.76666667,46.14833333
42608,-113.74166667,46.155
42609,-113.06666667,46.43333333
42610,-113.79666667,46.04166667
42611,-113.375,46.41
42612,-112.58,45.77833333
42613,-112.45,45.88
42614,-112.48333333,45.87
42615,-112.56,45.80833333
42616,-112.67833333,45.76333333
42617,-112.41666667,45.88333333
42618,-112.80833333,45.88
42619,-112.33666667,46.13
42620,-112.47666667,45.89666667
42621,-114.03333333,48.20833333
42622,-113.55666667,47.45166667
42623,-113.975,47.98666667
42624,-114.32166667,48.08833333
42625,-113.73833333,47.885
42626,-113.35833333,47.70833333
42627,-113.24166667,47.845
42628,-113.19666667,47.89
42629,-113.195,47.45333333
42630,-114.05833333,48.43666667
42631,-114.015,48.45
42632,-114.03666667,48.465
42633,-114.05833333,48.43666667
42634,-114.015,48.465
42635,-114.12166667,48.36333333
42636,-114.03666667,48.45
42637,-114.05833333,48.465
42638,-113.825,48.21833333
42639,-113.39,48.27166667
42640,-113.39,48.27166667
42641,-113.925,48.37666667
42642,-113.99333333,48.36333333
42643,-114.05833333,48.45
42644,-113.60166667,48.29166667
42645,-113.925,48.36166667
42646,-113.99333333,48.465
42647,-114.165,48.43666667
42648,-114.46333333,48.76833333
42649,-114.33333333,48.82666667
42650,-114.18,48.595
42651,-114.27333333,48.56666667
42652,-114.68666667,48.32
42653,-114.79333333,48.27666667
42654,-114.71666667,48.21833333
42655,-114.64333333,48.29166667
42656,-114.535,48.37833333
42657,-114.62166667,48.29166667
42658,-114.66,48.61
42659,-114.51333333,48.42166667
42660,-109.815,45.63
42661,-110.24166667,45.225
42662,-110.995,45.21833333
42663,-110.175,45.03333333
42664,-110.64166667,45.05166667
42665,-111.255,45.23666667
42666,-110.9,45.56666667
42667,-110.99166667,45.495
42668,-110.91666667,45.915
42669,-111.135,45.285
42670,-111.1,45.34666667
42671,-110.83333333,45.54666667
42672,-111.165,44.73
42673,-111.19333333,44.68833333
42674,-111.375,44.86166667
42675,-111.175,44.67
42676,-111.10833333,44.77333333
42677,-111.29,44.79166667
42678,-111.12833333,44.66833333
42679,-111.14333333,44.86166667
42680,-111.165,44.70166667
42681,-111.17,44.83833333
42682,-111.23666667,44.80833333
42683,-111.52666667,46.77166667
42684,-111.62833333,46.43166667
42685,-111.42,46.15833333
42686,-111.67,46.37333333
42687,-111.44166667,46.72833333
42688,-111.42,46.17166667
42689,-111.775,46.23
42690,-111.60833333,46.41666667
42691,-111.21,46.51166667
42692,-111.75333333,46.36
42693,-111.23333333,46.33
42694,-111.94166667,46.43166667
42695,-112.095,46.54
42696,-111.88333333,46.855
42697,-112.24166667,46.59833333
42698,-111.9,46.46
42699,-111.75833333,46.785
42700,-111.695,46.785
42701,-112.295,46.57833333
42702,-112.52666667,46.50666667
42703,-111.67333333,46.8
42704,-111.84166667,46.91333333
42705,-111.82166667,46.72833333
42706,-111.905,46.49666667
42707,-112.19166667,46.46
42708,-112.07333333,46.56833333
42709,-112.44166667,46.81
42710,-112.455,46.95
42711,-112.8,47.08333333
42712,-112.59166667,47.00666667
42713,-112.87166667,46.87166667
42714,-112.56666667,47.01666667
42715,-112.62166667,47.06666667
42716,-112.75,47.0
42717,-112.62166667,47.0
42718,-112.5,46.87166667
42719,-115.17833333,48.9
42720,-115.08333333,48.89166667
42721,-115.1,48.7
42722,-115.18333333,48.96666667
42723,-115.06666667,48.9
42724,-115.14166667,48.84666667
42725,-115.17833333,48.845
42726,-115.3,48.96666667
42727,-115.30833333,48.85333333
42728,-115.09,48.995
42729,-115.1,48.99333333
42730,-115.53666667,48.64166667
42731,-115.18333333,48.83666667
42732,-115.12833333,48.895
42733,-115.33333333,48.88333333
42734,-115.11333333,48.93
42735,-115.23333333,48.71833333
42736,-114.89166667,48.68
42737,-115.045,48.89833333
42738,-115.04,48.87
42739,-114.95166667,48.81666667
42740,-115.00666667,48.85666667
42741,-114.94333333,48.78
42742,-114.94333333,48.78
42743,-114.94333333,48.78
42744,-114.91833333,48.81166667
42745,-114.87333333,48.70333333
42746,-114.99833333,48.86333333
42747,-115.05,48.865
42748,-114.975,48.865
42749,-115.07666667,48.83666667
42750,-115.035,48.85
42751,-115.045,48.85333333
42752,-114.75333333,48.62833333
42753,-115.11,48.605
42754,-114.95833333,48.875
42755,-114.95833333,48.57666667
42756,-114.75333333,48.57166667
42757,-114.93166667,48.85833333
42758,-115.04666667,48.855
42759,-115.035,48.88166667
42760,-114.96833333,48.73
42761,-115.78166667,48.45
42762,-115.955,48.55
42763,-115.97,48.51333333
42764,-115.83333333,48.625
42765,-116.04666667,48.34
42766,-116.01166667,48.41333333
42767,-115.905,48.56666667
42768,-115.89666667,48.74166667
42769,-115.8,48.43333333
42770,-115.87333333,48.43833333
42771,-115.62,48.925
42772,-115.54,48.89666667
42773,-115.85833333,48.38666667
42774,-115.93666667,48.80833333
42775,-115.82333333,48.395
42776,-115.99833333,48.75666667
42777,-115.85166667,48.98
42778,-116.02166667,48.75333333
42779,-115.82166667,48.63
42780,-115.675,48.94666667
42781,-115.82,48.44166667
42782,-115.775,48.71166667
42783,-115.69,48.79166667
42784,-115.82333333,48.38333333
42785,-115.73833333,48.745
42786,-115.76833333,48.87166667
42787,-115.685,48.95166667
42788,-115.97166667,48.88833333
42789,-115.94,48.725
42790,-116.08,48.40166667
42791,-115.98666667,48.315
42792,-115.905,48.48
42793,-115.87,48.7
42794,-115.87166667,48.72833333
42795,-115.945,48.32166667
42796,-116.025,48.64333333
42797,-115.54166667,48.40333333
42798,-115.55,48.41166667
42799,-115.55,48.41166667
42800,-115.505,48.48
42801,-115.38833333,48.13833333
42802,-115.58166667,48.34666667
42803,-115.61666667,48.495
42804,-115.63833333,48.18666667
42805,-115.68333333,48.605
42806,-115.42833333,48.45333333
42807,-115.62666667,48.54
42808,-115.42,48.06666667
42809,-115.67,48.41666667
42810,-115.51666667,48.09833333
42811,-115.54666667,48.51666667
42812,-115.51333333,48.51833333
42813,-115.43333333,48.12833333
42814,-115.545,48.23333333
42815,-115.48,48.03333333
42816,-115.55,48.46166667
42817,-115.445,48.42333333
42818,-115.57333333,48.34666667
42819,-115.46666667,48.35
42820,-115.695,48.33
42821,-115.38,48.19333333
42822,-115.51833333,48.49833333
42823,-115.59833333,48.43
42824,-115.36666667,48.36666667
42825,-115.52833333,48.475
42826,-115.58333333,48.45333333
42827,-115.34333333,48.46666667
42828,-115.26666667,48.48833333
42829,-115.44166667,48.505
42830,-115.38666667,48.58666667
