epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.27169657,1.3800534261335178,0.28380653,0.15111954180029807
1,0.38326606,1.3261625297710975,0.41160357,0.14628248514006753
2,0.41112784,1.3154698008655348,0.41219908,0.14600590496497076
3,0.412079,1.3143028742918912,0.41404516,0.14591625293997448
4,0.4132353,1.3134633808955831,0.41626346,0.14576962963386103
5,0.41393667,1.312720952009798,0.41712695,0.14569980650507863
6,0.4142725,1.3123477936495445,0.41727582,0.14561655545112787
7,0.41485807,1.3121035415828033,0.4160997,0.14568067781360228
8,0.4166529,1.3096869153646729,0.42214414,0.14496458498207077
9,0.41482332,1.3097688893788935,0.42309695,0.14485441579384184
10,0.41824588,1.3066279947285946,0.4168143,0.14482348721191293
11,0.41718885,1.3058597953338147,0.41602525,0.144656427512971
12,0.42141533,1.3015270518643982,0.4188837,0.14427102543011883
13,0.42098856,1.301151241350963,0.4252855,0.1443356649296258
14,0.41931614,1.3024195665779432,0.42300764,0.14428839584815803
15,0.41985047,1.3025078928093217,0.42690825,0.1444341301679781
16,0.42556244,1.2986286384860997,0.43183613,0.14384319877997664
17,0.42650366,1.2980768511310463,0.42701247,0.14385798772869843
18,0.43014953,1.295407210853785,0.42625317,0.14396515252251418
19,0.4281496,1.2976958305759358,0.42571723,0.1442477810645603
20,0.43339345,1.2934169884647524,0.43284848,0.14352063827265216
21,0.43691856,1.2913832981352265,0.43397996,0.14344438739607
22,0.43614438,1.2912817727630004,0.4349179,0.14348963906098122
23,0.4345067,1.2939571055530064,0.43951824,0.14327632899140907
24,0.43316516,1.2930821008939513,0.43247628,0.1439505562721663
25,0.43648183,1.291255479477887,0.44730455,0.14278556027265057
26,0.44068518,1.287765360152134,0.44794473,0.14278674806913536
27,0.44276616,1.286249967958772,0.4414834,0.1430579220039715
28,0.43844703,1.2892088502169914,0.44422278,0.1427746351283506
29,0.43773574,1.2888674256034878,0.44502673,0.1427794415511506
30,0.44003177,1.2873471360989148,0.44380593,0.14264081496929695
31,0.44084728,1.287322826505956,0.4478554,0.14234287391639375
32,0.44381824,1.2838272129965895,0.45022258,0.14218285865314653
33,0.44330874,1.2850093349305618,0.45011836,0.14215204117312186
34,0.4450258,1.2827593671086686,0.45025235,0.14220937423709532
35,0.44482234,1.2841306931921292,0.4514136,0.14224174829808062
36,0.44690168,1.282379109826867,0.45342344,0.14202892316804389
37,0.44971713,1.2822574822248118,0.4563117,0.14198884001530465
38,0.45227453,1.2807497175403402,0.45550776,0.14225189247932327
39,0.44919607,1.2832353441029236,0.45714542,0.14226408813146424
40,0.4547972,1.2798701661736835,0.45963168,0.14210421595248443
41,0.45355323,1.2819034103989908,0.45610327,0.14206799561330205
42,0.4607358,1.2772111156573653,0.4527386,0.14223466700704762
43,0.4537203,1.280801467733527,0.45354256,0.14255027626355943
44,0.45736948,1.2803516445954062,0.46259436,0.1417018173442895
45,0.46916232,1.2743817867178537,0.472331,0.1415760160636794
46,0.46426255,1.2775651744923264,0.46966606,0.14144124747296388
47,0.47317708,1.2731875913389825,0.4789263,0.1412493889149573
48,0.46568352,1.2783568205529192,0.46271345,0.14183001770075002
49,0.47839442,1.2717520306618981,0.46923432,0.14153170187180086
50,0.47372627,1.273725185629609,0.46911523,0.14148776369965466
51,0.47704956,1.2733195223448184,0.48836517,0.14079668198312972
52,0.48190796,1.2705552645375604,0.4820676,0.14106351508605464
53,0.47988984,1.2710925730493006,0.49452874,0.14038147785749505
54,0.48026866,1.271981364248074,0.48141256,0.14118026444297666
55,0.49191424,1.2648672315760325,0.4935759,0.14040478668693285
56,0.48102626,1.270731229444582,0.49644926,0.14036450443716794
57,0.49295142,1.2646732891679129,0.49683633,0.14019670883555796
58,0.49088368,1.2661400998576242,0.5003201,0.14000551533256206
59,0.49486536,1.2633368926765072,0.49513912,0.14030580058467285
60,0.49220538,1.2647579471042956,0.4972532,0.140140104486565
61,0.4917091,1.2656180019982584,0.49500513,0.14040177169998036
62,0.4980166,1.2618755663981667,0.50084114,0.14008118012414505
63,0.49384636,1.2646145803515998,0.500067,0.14008891339056195
64,0.49956825,1.2611297468824048,0.49461806,0.1404262286416513
65,0.49157017,1.2641286350869287,0.49534756,0.14016457806980365
66,0.49713326,1.262191222277695,0.49560064,0.14035241320904665
67,0.49576688,1.2620695800667863,0.498608,0.13997956690779284
68,0.50243336,1.2595789748236292,0.4990695,0.14014467239553707
69,0.4996675,1.2610806537297887,0.4994417,0.14002387897713642
70,0.50484186,1.2579028323523611,0.4949009,0.14023662988073463
71,0.497565,1.2609286140695044,0.49172983,0.14022661220188462
72,0.5016393,1.2602117795621652,0.50527775,0.1397521017022027
73,0.5069708,1.2567079972314525,0.5009603,0.13980631294975945
74,0.50205785,1.2586137801116524,0.49744675,0.13990241715407328
75,0.50713456,1.2570005280446437,0.47188434,0.14124328884225507
76,0.4955171,1.261844343782267,0.47447482,0.14098251576363235
77,0.48662078,1.267467382303664,0.48558116,0.14075270165893186
78,0.48661748,1.2670229486753106,0.5037294,0.13992742013823892
79,0.5050751,1.2587999429933379,0.5035805,0.13974554665306926
80,0.50413054,1.2588129722967147,0.50916344,0.1393914845027681
81,0.5095133,1.2555902570629085,0.49753606,0.13981872146301305
82,0.5049411,1.25701756809206,0.51053315,0.13924942233376125
83,0.50765896,1.255767823869989,0.48666796,0.14040522212324505
84,0.4946751,1.2633112077192008,0.5073918,0.13957407591224238
85,0.5083852,1.2561791589518438,0.48139766,0.1405752448007933
86,0.49867332,1.2614331163208536,0.4943203,0.14011718529002223
87,0.5031281,1.258008709863626,0.49283153,0.14011833622726214
88,0.4989413,1.2600564745073215,0.48785898,0.14017044511662596
89,0.49696454,1.2615124384882102,0.49128318,0.1402383491970045
90,0.4991729,1.2608552505519852,0.510146,0.13944418315585885
91,0.5130517,1.2536505773396127,0.51123285,0.13926939992553058
92,0.51194334,1.2530571369064536,0.5115604,0.13920246272293452
93,0.51496726,1.2518990221726893,0.51282585,0.13904601863806157
94,0.5130401,1.2532407831953456,0.5007667,0.13954372846060747
95,0.50604445,1.2560304900519688,0.5120368,0.13903980977088523
96,0.5134454,1.2525777548996835,0.51474637,0.13896657741013677
97,0.5184543,1.2497526607268126,0.522235,0.13855652794807566
98,0.51722026,1.2513409501170818,0.50847864,0.13933406203164522
99,0.512964,1.2525780475618418,0.5145231,0.13899768865692047
100,0.5205254,1.2492841995063844,0.5130492,0.13918889261177744
101,0.5084348,1.2560676371319095,0.5159821,0.13932953872853857
102,0.51387876,1.252312706624724,0.5076449,0.13931361009986887
103,0.5111824,1.2553631607981146,0.5162054,0.13895526759021837
104,0.51436514,1.2522802291367252,0.5134809,0.1390554651636293
105,0.5020711,1.257643732605761,0.5193765,0.13896761160053828
106,0.52027065,1.2497139316387582,0.51793236,0.13893360298274232
107,0.5083752,1.2550067196956514,0.51343626,0.13929318991978243
108,0.5088616,1.2547336799048936,0.52053773,0.13884781119674816
109,0.515131,1.2518032113149542,0.5224136,0.13860343909133957
110,0.5237428,1.2474593966436067,0.520106,0.13866419673928335
111,0.5217644,1.2483227035391637,0.5207611,0.13865887323788773
112,0.51906306,1.2495545576872598,0.51488036,0.13896355789213818
113,0.50767714,1.2550809057738397,0.52452767,0.13851754119033446
114,0.52383876,1.2472814721652963,0.5236493,0.13853227873581736
115,0.52248394,1.2479994472894609,0.5251679,0.1385500851397869
116,0.5197032,1.2498947071512863,0.5175751,0.13883265148164628
117,0.51944023,1.2489496990820248,0.5225476,0.13869265626963914
118,0.5215841,1.2482992409927594,0.50291055,0.13916287785281317
119,0.51623935,1.250790133981017,0.52859205,0.13830073222702666
120,0.5260835,1.2462171281539678,0.5275201,0.1383273063736402
121,0.5268345,1.2459183359722823,0.52978307,0.13820664901497465
122,0.5276964,1.2454408423664465,0.5274904,0.1384167620474866
123,0.5240356,1.2474223959637807,0.5261058,0.13850239384339355
124,0.5251456,1.246790726405693,0.5289494,0.1383310979532432
125,0.52729607,1.2459034903658361,0.5272075,0.138412165331142
126,0.5269272,1.246364917409627,0.53301376,0.13809122956521064
127,0.52257824,1.248384887382048,0.5108458,0.13930632732286385
128,0.5292778,1.2450132978011534,0.52830917,0.138358205541556
129,0.51380765,1.2537796984975134,0.5231282,0.1385720678947615
130,0.52133924,1.2495890809326784,0.5054713,0.1392084723126988
131,0.5106928,1.2544937252726773,0.50524795,0.1390865217346009
132,0.52414477,1.246841324726403,0.5330882,0.13809048779662247
133,0.5289734,1.2453071121833093,0.53298396,0.1381071448431986
134,0.52881956,1.2454605576042608,0.53447276,0.13799482675877492
135,0.5292149,1.2449839189785559,0.5257634,0.13834874064485828
136,0.52916366,1.2447988869809472,0.5331924,0.13808731050661757
137,0.5313869,1.2438336195158057,0.5260611,0.1382479031845756
138,0.53157216,1.2432665375513543,0.5337879,0.13797557352655992
139,0.5314597,1.243963760730389,0.5276988,0.1382033393018493
140,0.5308377,1.2440281556994892,0.5325671,0.13807099921255872
141,0.52375436,1.2481912605661676,0.5183343,0.13888502381437554
142,0.52926457,1.2447032406309335,0.5257634,0.13827405076433205
143,0.52939355,1.245208042493705,0.5257187,0.1382932294286035
144,0.5237494,1.2474014357901726,0.52726704,0.1382405329134999
145,0.5342536,1.2420747050382623,0.53469604,0.13800337110117614
146,0.53188974,1.2438116651177529,0.5244086,0.13834058919593598
147,0.52628034,1.246007154177487,0.5199125,0.1385494256857113
148,0.512926,1.2532337006666725,0.5255847,0.13853895036895492
149,0.51966023,1.24931505209432,0.532448,0.1381514928332614
150,0.5309386,1.2439591679401776,0.53413033,0.13792288969568559
151,0.5345117,1.2422424613677499,0.536825,0.1378173760616772
152,0.5310445,1.244199809921973,0.53162915,0.13803852278671494
153,0.5372378,1.240582259737515,0.5389391,0.13775165721932014
154,0.5330411,1.2428161927102406,0.5376141,0.13783993274567224
155,0.5325498,1.2432388655479945,0.53414524,0.13802210220762687
156,0.53777045,1.240317870675985,0.53981745,0.13758563308878116
