epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.006432215,1.3645138247969666,0.38012862,0.12987224752690366
1,0.38928458,1.165202710866989,0.36149922,0.1276456639559724
2,0.3659216,1.1462763146609594,0.36149922,0.12726352135669505
3,0.3659216,1.1435050041035983,0.36149922,0.12724005606811764
4,0.3659216,1.1436639675571902,0.36149922,0.12710465103411037
5,0.3659216,1.142712898810569,0.36149922,0.12671625748162887
6,0.3659216,1.1394829664708073,0.36393878,0.1262157081197808
7,0.3700865,1.1346445945821504,0.39365712,0.12555752521512384
8,0.40377554,1.1285190478670801,0.45087603,0.12466440630643083
9,0.45769772,1.1208921101080458,0.4728321,0.1237460041918996
10,0.47517067,1.1122938382952205,0.4710579,0.12309683636874086
11,0.4761318,1.10532194678852,0.46994898,0.1228927788814564
12,0.4759593,1.1028817653899254,0.46972722,0.12281699259302667
13,0.4759593,1.1017092683605543,0.47172323,0.12274614969845982
14,0.47669864,1.1009421072764969,0.4730539,0.1226548068065852
15,0.4778569,1.100145889318189,0.47349745,0.12256068861069565
16,0.47899055,1.099365227963326,0.4741628,0.12251527420633826
17,0.47965595,1.0988738836702308,0.47549346,0.12248775213108665
18,0.4817261,1.0984937005473452,0.47527167,0.12242904234413951
19,0.48253936,1.0979603355437955,0.47571525,0.12235945858079017
20,0.48318014,1.0973489789095652,0.475937,0.12231138062962649
21,0.483673,1.0967392315791396,0.4761588,0.12226063168117593
22,0.48406732,1.0961808329608511,0.47682413,0.12219358108122279
23,0.4841166,1.0955271575969432,0.47726768,0.12212739473701659
24,0.48436305,1.0948424584319125,0.4781548,0.12206086939594413
25,0.48451093,1.0941897069275963,0.4781548,0.12198575737600661
26,0.48458487,1.0934852788899976,0.47771123,0.12190676738092876
27,0.48456022,1.0927960200308537,0.47793302,0.12181079401537552
28,0.4843877,1.0920196799547253,0.47837657,0.12173165501068611
29,0.48414126,1.0911572123231263,0.47771123,0.12165245267691181
30,0.48500383,1.0906215823734813,0.48059437,0.12156417193255438
31,0.4871972,1.0898123707770468,0.48170325,0.12148990554216237
32,0.48801044,1.0895392659610146,0.4845864,0.12157436791522407
33,0.49054882,1.0901328010457045,0.4814815,0.12150568566002455
34,0.48926732,1.0894886622969353,0.48281217,0.12135229889114459
35,0.49187964,1.0888257781390343,0.48547348,0.12133721166797606
36,0.49037632,1.0877047490294893,0.4792637,0.12149486756222667
37,0.49042562,1.089779409850974,0.48170325,0.12184011910692678
38,0.49599528,1.0902833603572055,0.46750942,0.12245102871232237
39,0.47423416,1.0970699137090714,0.4810379,0.12198673711420249
40,0.47854695,1.095439152520367,0.47660235,0.12173992504412665
41,0.48552135,1.0921115294792791,0.47527167,0.1220853181479577
42,0.48009956,1.0932871557104926,0.48702595,0.12146230896210498
